valueDate,notes,organization,email,clientName,amount,currency
20-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,JP,291,USD
07-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,BR,662,USD
05-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,PT,872,USD
01-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,PH,338,USD
11-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,274,USD
23-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,TH,492,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,PL,747,USD
20-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,441,USD
24-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,763,USD
08-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,388,USD
31-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CO,429,USD
25-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,BA,338,USD
21-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,BR,564,USD
27-Sep-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,640,USD
26-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,RU,862,USD
20-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,RU,499,USD
22-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,PH,467,USD
04-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,FI,125,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,825,USD
07-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,SE,736,USD
15-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,FI,881,USD
12-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,BR,450,USD
09-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,PH,193,USD
03-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,759,USD
11-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,442,USD
29-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CA,698,USD
31-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,JP,394,USD
11-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,PT,868,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,761,USD
17-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,250,USD
06-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,LA,887,USD
18-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,599,USD
14-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,JM,696,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,206,USD
02-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,616,USD
11-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,ID,480,USD
26-Oct-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,656,USD
06-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,SE,132,USD
23-Dec-21,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CD,601,USD
22-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,MX,868,USD
11-Jan-22,Job Done,DSpot sp. z o.o.,alish@dspot.com.pl,CN,106,USD
06-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PL,938,USD
20-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,MK,523,USD
14-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,ID,899,USD
12-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,US,967,USD
12-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,264,USD
01-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,985,USD
21-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,RU,284,USD
19-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,SE,797,USD
14-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,363,USD
19-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,866,USD
22-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,AF,850,USD
28-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,924,USD
27-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,641,USD
21-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,US,132,USD
30-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BA,202,USD
13-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,LR,881,USD
21-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,UA,698,USD
03-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,489,USD
14-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PT,688,USD
29-Sep-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,VN,517,USD
03-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,TZ,898,USD
14-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,MX,569,USD
21-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,508,USD
07-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,648,USD
14-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,1000,USD
04-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,MX,236,USD
03-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,RS,685,USD
27-Sep-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BR,115,USD
28-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,NG,241,USD
08-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PN,858,USD
12-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,UA,221,USD
10-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,804,USD
01-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,KE,945,USD
12-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PK,347,USD
07-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,TJ,635,USD
29-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,JP,417,USD
13-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PL,138,USD
19-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,SE,743,USD
17-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,ID,284,USD
17-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BY,173,USD
24-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,980,USD
30-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,AR,460,USD
14-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,495,USD
26-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,VN,138,USD
16-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,206,USD
30-Sep-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,718,USD
11-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,LK,536,USD
13-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,ID,386,USD
19-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PT,417,USD
06-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,ID,211,USD
06-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,ID,437,USD
24-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,US,132,USD
31-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PK,385,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,542,USD
20-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,AZ,327,USD
14-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,977,USD
06-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,544,USD
22-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,175,USD
22-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,US,522,USD
05-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,353,USD
23-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,AR,860,USD
09-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,SI,871,USD
17-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,MA,229,USD
21-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,NG,960,USD
10-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,MA,256,USD
26-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PL,977,USD
16-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BY,465,USD
30-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,EG,841,USD
26-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CO,346,USD
23-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,SV,890,USD
27-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,509,USD
12-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CZ,128,USD
09-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,415,USD
20-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,814,USD
28-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,189,USD
03-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,SY,768,USD
01-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CZ,306,USD
10-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,UA,497,USD
16-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,MX,808,USD
05-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,UG,829,USD
26-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,US,377,USD
21-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,747,USD
28-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,KE,829,USD
14-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BR,268,USD
16-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,JP,292,USD
28-Sep-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,679,USD
24-Oct-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,IE,410,USD
07-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BR,515,USD
04-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,VN,304,USD
19-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PE,681,USD
29-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,VE,908,USD
29-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BR,904,USD
19-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,RU,825,USD
12-Nov-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,980,USD
22-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,UG,636,USD
03-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,CN,748,USD
17-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,DE,649,USD
26-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,BR,990,USD
19-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,ID,418,USD
14-Dec-21,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PE,508,USD
18-Jan-22,Job Done,DSpot sp. z o.o.,ruslan@dspot.com.pl,PH,834,USD
20-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,AZ,553,USD
26-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,US,134,USD
18-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,BW,462,USD
16-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,236,USD
25-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,553,USD
24-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PE,457,USD
26-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,UA,631,USD
15-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PH,302,USD
15-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,256,USD
17-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,TH,211,USD
01-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,FR,326,USD
11-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,AM,373,USD
26-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,KZ,410,USD
21-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,AR,287,USD
25-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,OM,314,USD
14-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,BR,557,USD
09-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,750,USD
17-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,RU,127,USD
12-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PH,434,USD
10-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,OM,281,USD
01-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PH,398,USD
06-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,372,USD
01-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,555,USD
30-Sep-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PT,246,USD
23-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,GR,532,USD
10-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,188,USD
24-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,MA,432,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,928,USD
03-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PH,653,USD
13-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,US,397,USD
31-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,JP,281,USD
04-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,GR,648,USD
08-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PE,456,USD
20-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,AF,600,USD
02-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,BY,148,USD
05-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,JP,802,USD
24-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,VN,851,USD
22-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,440,USD
27-Sep-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,375,USD
10-Nov-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,548,USD
19-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,RU,752,USD
25-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CA,572,USD
17-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,903,USD
11-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,EC,648,USD
14-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,173,USD
01-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,PT,861,USD
12-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,RU,628,USD
18-Oct-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,CN,308,USD
05-Jan-22,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,MN,968,USD
06-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,ID,130,USD
21-Dec-21,Job Done,DSpot sp. z o.o.,booster@dspot.com.pl,UG,866,USD
27-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CZ,455,USD
28-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ES,980,USD
25-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PA,668,USD
26-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,995,USD
03-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PH,478,USD
08-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PT,796,USD
27-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,UZ,150,USD
14-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,US,268,USD
21-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PH,950,USD
17-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,730,USD
28-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,GR,840,USD
27-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,FR,572,USD
16-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PT,604,USD
16-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,AL,767,USD
02-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,714,USD
09-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,100,USD
27-Sep-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,991,USD
23-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,189,USD
03-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,TJ,420,USD
09-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ZM,459,USD
15-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,EC,167,USD
20-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PT,345,USD
19-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,BR,481,USD
16-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CO,590,USD
13-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,695,USD
18-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,IR,331,USD
21-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PL,925,USD
31-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,940,USD
11-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PL,271,USD
24-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,658,USD
19-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CA,417,USD
22-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CM,674,USD
09-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,FI,741,USD
08-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,SE,857,USD
22-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,434,USD
19-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PH,926,USD
26-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,TH,879,USD
09-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,908,USD
07-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PS,111,USD
01-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PH,550,USD
31-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CN,982,USD
07-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,RU,370,USD
20-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,242,USD
28-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,RU,667,USD
11-Nov-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,LK,713,USD
17-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,530,USD
13-Oct-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,859,USD
08-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,ID,775,USD
12-Jan-22,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,PL,146,USD
03-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,TH,214,USD
23-Dec-21,Job Done,DSpot sp. z o.o.,yoster@dspot.com.pl,CO,944,USD
16-Oct-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,HN,287,USD
19-Oct-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,BR,150,USD
22-Oct-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,MA,769,USD
20-Jan-22,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,MQ,505,USD
13-Jan-22,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,BS,410,USD
26-Dec-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,AR,733,USD
27-Sep-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,MX,228,USD
24-Jan-22,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,FR,735,USD
14-Jan-22,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,BR,612,USD
07-Jan-22,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,CN,131,USD
16-Nov-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,PL,1000,USD
03-Dec-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,ID,397,USD
12-Nov-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,CD,202,USD
10-Oct-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,RU,158,USD
02-Oct-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,PH,819,USD
14-Nov-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,TH,682,USD
23-Dec-21,Job Done,DSpot sp. z o.o.,hoster@dspot.com.pl,ID,414,USD
