valueDate,notes,organization,email,clientName,amount,currency
23-Dec-21,Job Done,Ever Technologies LTD,Addy@ever.co,CD,601,USD
22-Jan-22,Job Done,Ever Technologies LTD,Nicol@ever.co,MX,868,USD
11-Jan-22,Job Done,Ever Technologies LTD,Jobie@ever.co,CN,106,USD
06-Oct-21,Job Done,Ever Technologies LTD,Blinni@ever.co,PL,938,USD
20-Oct-21,Job Done,Ever Technologies LTD,Mitch@ever.co,MK,523,USD
14-Nov-21,Job Done,Ever Technologies LTD,Jimmie@ever.co,ID,899,USD
12-Jan-22,Job Done,Ever Technologies LTD,Casper@ever.co,US,967,USD
12-Oct-21,Job Done,Ever Technologies LTD,Dukey@ever.co,CN,264,USD
01-Jan-22,Job Done,Ever Technologies LTD,Margaret@ever.co,PH,985,USD
21-Dec-21,Job Done,Ever Technologies LTD,Joceline@ever.co,RU,284,USD
19-Oct-21,Job Done,Ever Technologies LTD,Horten@ever.co,SE,797,USD
14-Dec-21,Job Done,Ever Technologies LTD,Burnard@ever.co,CN,363,USD
19-Dec-21,Job Done,Ever Technologies LTD,Judah@ever.co,PH,866,USD
22-Nov-21,Job Done,Ever Technologies LTD,Seward@ever.co,AF,850,USD
28-Nov-21,Job Done,Ever Technologies LTD,Yanaton@ever.co,PH,924,USD
27-Oct-21,Job Done,Ever Technologies LTD,Stillman@ever.co,CN,641,USD
21-Dec-21,Job Done,Ever Technologies LTD,Rriocard@ever.co,US,132,USD
30-Nov-21,Job Done,Ever Technologies LTD,Earlie@ever.co,BA,202,USD
13-Dec-21,Job Done,Ever Technologies LTD,Bobbie@ever.co,LR,881,USD
21-Jan-22,Job Done,Ever Technologies LTD,Edythe@ever.co,UA,698,USD
03-Nov-21,Job Done,Ever Technologies LTD,Cassandra@ever.co,CN,489,USD
14-Nov-21,Job Done,Ever Technologies LTD,Merrielle@ever.co,PT,688,USD
29-Sep-21,Job Done,Ever Technologies LTD,Marcello@ever.co,VN,517,USD
03-Oct-21,Job Done,Ever Technologies LTD,Stacia@ever.co,TZ,898,USD
14-Jan-22,Job Done,Ever Technologies LTD,Gianina@ever.co,MX,569,USD
21-Nov-21,Job Done,Ever Technologies LTD,Alwyn@ever.co,CN,508,USD
07-Nov-21,Job Done,Ever Technologies LTD,Conny@ever.co,CN,648,USD
14-Dec-21,Job Done,Ever Technologies LTD,Enoch@ever.co,CN,1000,USD
04-Nov-21,Job Done,Ever Technologies LTD,Corry@ever.co,MX,236,USD
03-Nov-21,Job Done,Ever Technologies LTD,Freida@ever.co,RS,685,USD
27-Sep-21,Job Done,Ever Technologies LTD,Levey@ever.co,BR,115,USD
28-Nov-21,Job Done,Ever Technologies LTD,Rennie@ever.co,NG,241,USD
08-Nov-21,Job Done,Ever Technologies LTD,Milly@ever.co,PN,858,USD
12-Oct-21,Job Done,Ever Technologies LTD,Kristo@ever.co,UA,221,USD
10-Nov-21,Job Done,Ever Technologies LTD,Tammie@ever.co,PH,804,USD
01-Nov-21,Job Done,Ever Technologies LTD,Stanislaw@ever.co,KE,945,USD
12-Nov-21,Job Done,Ever Technologies LTD,Elva@ever.co,PK,347,USD
07-Jan-22,Job Done,Ever Technologies LTD,Anabelle@ever.co,TJ,635,USD
29-Nov-21,Job Done,Ever Technologies LTD,Harriett@ever.co,JP,417,USD
13-Jan-22,Job Done,Ever Technologies LTD,Della@ever.co,PL,138,USD
19-Nov-21,Job Done,Ever Technologies LTD,Noel@ever.co,SE,743,USD
17-Dec-21,Job Done,Ever Technologies LTD,Kristian@ever.co,ID,284,USD
17-Dec-21,Job Done,Ever Technologies LTD,Dorotea@ever.co,BY,173,USD
24-Jan-22,Job Done,Ever Technologies LTD,Ame@ever.co,CN,980,USD
30-Oct-21,Job Done,Ever Technologies LTD,Katerina@ever.co,AR,460,USD
14-Nov-21,Job Done,Ever Technologies LTD,Xerxes@ever.co,CN,495,USD
26-Jan-22,Job Done,Ever Technologies LTD,Angelica@ever.co,VN,138,USD
16-Dec-21,Job Done,Ever Technologies LTD,Peggi@ever.co,CN,206,USD
30-Sep-21,Job Done,Ever Technologies LTD,Morgun@ever.co,PH,718,USD
11-Jan-22,Job Done,Ever Technologies LTD,Cosette@ever.co,LK,536,USD
13-Nov-21,Job Done,Ever Technologies LTD,Andros@ever.co,ID,386,USD
19-Nov-21,Job Done,Ever Technologies LTD,Hanny@ever.co,PT,417,USD
06-Oct-21,Job Done,Ever Technologies LTD,Reuven@ever.co,ID,211,USD
06-Jan-22,Job Done,Ever Technologies LTD,Missie@ever.co,ID,437,USD
24-Dec-21,Job Done,Ever Technologies LTD,Hugues@ever.co,US,132,USD
31-Dec-21,Job Done,Ever Technologies LTD,Joelie@ever.co,PK,385,USD
02-Nov-21,Job Done,Ever Technologies LTD,Lauree@ever.co,CN,542,USD
20-Jan-22,Job Done,Ever Technologies LTD,Fredra@ever.co,AZ,327,USD
14-Jan-22,Job Done,Ever Technologies LTD,Quinta@ever.co,CN,977,USD
06-Dec-21,Job Done,Ever Technologies LTD,Mickie@ever.co,CN,544,USD
22-Oct-21,Job Done,Ever Technologies LTD,Tadio@ever.co,PH,175,USD
22-Nov-21,Job Done,Ever Technologies LTD,Winslow@ever.co,US,522,USD
05-Dec-21,Job Done,Ever Technologies LTD,Winnie@ever.co,PH,353,USD
23-Oct-21,Job Done,Ever Technologies LTD,Mahalia@ever.co,AR,860,USD
09-Dec-21,Job Done,Ever Technologies LTD,Mace@ever.co,SI,871,USD
17-Nov-21,Job Done,Ever Technologies LTD,Yance@ever.co,MA,229,USD
21-Nov-21,Job Done,Ever Technologies LTD,Angil@ever.co,NG,960,USD
10-Nov-21,Job Done,Ever Technologies LTD,Erminia@ever.co,MA,256,USD
26-Dec-21,Job Done,Ever Technologies LTD,Prisca@ever.co,PL,977,USD
16-Jan-22,Job Done,Ever Technologies LTD,Thorny@ever.co,BY,465,USD
30-Oct-21,Job Done,Ever Technologies LTD,Devinne@ever.co,EG,841,USD
26-Dec-21,Job Done,Ever Technologies LTD,Valentine@ever.co,CO,346,USD
23-Nov-21,Job Done,Ever Technologies LTD,Nicolle@ever.co,SV,890,USD
27-Nov-21,Job Done,Ever Technologies LTD,Athene@ever.co,CN,509,USD
12-Dec-21,Job Done,Ever Technologies LTD,Farra@ever.co,CZ,128,USD
09-Oct-21,Job Done,Ever Technologies LTD,Felipa@ever.co,CN,415,USD
20-Jan-22,Job Done,Ever Technologies LTD,Amandy@ever.co,CN,814,USD
28-Nov-21,Job Done,Ever Technologies LTD,Carmel@ever.co,CN,189,USD
03-Nov-21,Job Done,Ever Technologies LTD,Joela@ever.co,SY,768,USD
01-Dec-21,Job Done,Ever Technologies LTD,Merna@ever.co,CZ,306,USD
10-Oct-21,Job Done,Ever Technologies LTD,Phaidra@ever.co,UA,497,USD
16-Jan-22,Job Done,Ever Technologies LTD,Renato@ever.co,MX,808,USD
05-Jan-22,Job Done,Ever Technologies LTD,Hayden@ever.co,UG,829,USD
26-Oct-21,Job Done,Ever Technologies LTD,Krystle@ever.co,US,377,USD
21-Jan-22,Job Done,Ever Technologies LTD,Lindy@ever.co,CN,747,USD
28-Nov-21,Job Done,Ever Technologies LTD,Natala@ever.co,KE,829,USD
14-Dec-21,Job Done,Ever Technologies LTD,Loraine@ever.co,BR,268,USD
16-Dec-21,Job Done,Ever Technologies LTD,Fitzgerald@ever.co,JP,292,USD
28-Sep-21,Job Done,Ever Technologies LTD,Dasie@ever.co,CN,679,USD
24-Oct-21,Job Done,Ever Technologies LTD,Ulrikaumeko@ever.co,IE,410,USD
07-Nov-21,Job Done,Ever Technologies LTD,Natka@ever.co,BR,515,USD
04-Nov-21,Job Done,Ever Technologies LTD,Erna@ever.co,VN,304,USD
19-Jan-22,Job Done,Ever Technologies LTD,Odelle@ever.co,PE,681,USD
29-Dec-21,Job Done,Ever Technologies LTD,Hanson@ever.co,VE,908,USD
29-Nov-21,Job Done,Ever Technologies LTD,Tristan@ever.co,BR,904,USD
19-Jan-22,Job Done,Ever Technologies LTD,Levon@ever.co,RU,825,USD
12-Nov-21,Job Done,Ever Technologies LTD,Dede@ever.co,CN,980,USD
22-Jan-22,Job Done,Ever Technologies LTD,Chaim@ever.co,UG,636,USD
03-Jan-22,Job Done,Ever Technologies LTD,Sayer@ever.co,CN,748,USD
17-Dec-21,Job Done,Ever Technologies LTD,Bertha@ever.co,DE,649,USD
26-Jan-22,Job Done,Ever Technologies LTD,Sean@ever.co,BR,990,USD
19-Dec-21,Job Done,Ever Technologies LTD,Christi@ever.co,ID,418,USD
14-Dec-21,Job Done,Ever Technologies LTD,Leupold@ever.co,PE,508,USD
18-Jan-22,Job Done,Ever Technologies LTD,Sandye@ever.co,PH,834,USD
20-Nov-21,Job Done,Ever Technologies LTD,Bronny@ever.co,AZ,553,USD
26-Jan-22,Job Done,Ever Technologies LTD,Jean@ever.co,US,134,USD
18-Oct-21,Job Done,Ever Technologies LTD,Marlon@ever.co,BW,462,USD
16-Nov-21,Job Done,Ever Technologies LTD,Janeta@ever.co,CN,236,USD
25-Nov-21,Job Done,Ever Technologies LTD,Moe@ever.co,ID,553,USD
24-Dec-21,Job Done,Ever Technologies LTD,Merissa@ever.co,PE,457,USD
26-Oct-21,Job Done,Ever Technologies LTD,Garrick@ever.co,UA,631,USD
15-Nov-21,Job Done,Ever Technologies LTD,Cordey@ever.co,PH,302,USD
15-Oct-21,Job Done,Ever Technologies LTD,Shawna@ever.co,CN,256,USD
17-Jan-22,Job Done,Ever Technologies LTD,Abdel@ever.co,TH,211,USD
01-Jan-22,Job Done,Ever Technologies LTD,Marisa@ever.co,FR,326,USD
11-Nov-21,Job Done,Ever Technologies LTD,Orelia@ever.co,AM,373,USD
26-Jan-22,Job Done,Ever Technologies LTD,Stormy@ever.co,KZ,410,USD
21-Nov-21,Job Done,Ever Technologies LTD,Martica@ever.co,AR,287,USD
25-Jan-22,Job Done,Ever Technologies LTD,Suzie@ever.co,OM,314,USD
14-Nov-21,Job Done,Ever Technologies LTD,Megen@ever.co,BR,557,USD
09-Nov-21,Job Done,Ever Technologies LTD,Kandy@ever.co,ID,750,USD
17-Dec-21,Job Done,Ever Technologies LTD,Rycca@ever.co,RU,127,USD
12-Oct-21,Job Done,Ever Technologies LTD,Shermy@ever.co,PH,434,USD
10-Oct-21,Job Done,Ever Technologies LTD,Virgina@ever.co,OM,281,USD
01-Nov-21,Job Done,Ever Technologies LTD,Marget@ever.co,PH,398,USD
06-Jan-22,Job Done,Ever Technologies LTD,Napoleon@ever.co,CN,372,USD
01-Oct-21,Job Done,Ever Technologies LTD,Rena@ever.co,ID,555,USD
30-Sep-21,Job Done,Ever Technologies LTD,Adele@ever.co,PT,246,USD
23-Jan-22,Job Done,Ever Technologies LTD,Rodrigo@ever.co,GR,532,USD
10-Dec-21,Job Done,Ever Technologies LTD,Graig@ever.co,ID,188,USD
24-Nov-21,Job Done,Ever Technologies LTD,Tatiana@ever.co,MA,432,USD
02-Nov-21,Job Done,Ever Technologies LTD,Morena@ever.co,CN,928,USD
03-Jan-22,Job Done,Ever Technologies LTD,Josephine@ever.co,PH,653,USD
13-Nov-21,Job Done,Ever Technologies LTD,Jennine@ever.co,US,397,USD
31-Oct-21,Job Done,Ever Technologies LTD,Preston@ever.co,JP,281,USD
04-Dec-21,Job Done,Ever Technologies LTD,Colline@ever.co,GR,648,USD
08-Dec-21,Job Done,Ever Technologies LTD,Stephi@ever.co,PE,456,USD
20-Oct-21,Job Done,Ever Technologies LTD,Waneta@ever.co,AF,600,USD
02-Jan-22,Job Done,Ever Technologies LTD,Woody@ever.co,BY,148,USD
05-Oct-21,Job Done,Ever Technologies LTD,Dorie@ever.co,JP,802,USD
24-Oct-21,Job Done,Ever Technologies LTD,Virge@ever.co,VN,851,USD
22-Dec-21,Job Done,Ever Technologies LTD,Trude@ever.co,ID,440,USD
27-Sep-21,Job Done,Ever Technologies LTD,Olwen@ever.co,CN,375,USD
10-Nov-21,Job Done,Ever Technologies LTD,Fiann@ever.co,CN,548,USD
19-Dec-21,Job Done,Ever Technologies LTD,Mathe@ever.co,RU,752,USD
25-Jan-22,Job Done,Ever Technologies LTD,Leontyne@ever.co,CA,572,USD
17-Oct-21,Job Done,Ever Technologies LTD,Melamie@ever.co,CN,903,USD
11-Oct-21,Job Done,Ever Technologies LTD,Jeanne@ever.co,EC,648,USD
14-Jan-22,Job Done,Ever Technologies LTD,Brad@ever.co,ID,173,USD
01-Jan-22,Job Done,Ever Technologies LTD,Irwin@ever.co,PT,861,USD
12-Dec-21,Job Done,Ever Technologies LTD,Shannen@ever.co,RU,628,USD
18-Oct-21,Job Done,Ever Technologies LTD,Latia@ever.co,CN,308,USD
05-Jan-22,Job Done,Ever Technologies LTD,Eugenius@ever.co,MN,968,USD
06-Dec-21,Job Done,Ever Technologies LTD,Devora@ever.co,ID,130,USD
21-Dec-21,Job Done,Ever Technologies LTD,Alfonse@ever.co,UG,866,USD
27-Dec-21,Job Done,Ever Technologies LTD,Mame@ever.co,CZ,455,USD
28-Oct-21,Job Done,Ever Technologies LTD,Hedvige@ever.co,ES,980,USD
25-Jan-22,Job Done,Ever Technologies LTD,Ermentrude@ever.co,PA,668,USD
26-Jan-22,Job Done,Ever Technologies LTD,Tamarra@ever.co,CN,995,USD
03-Oct-21,Job Done,Ever Technologies LTD,Hanan@ever.co,PH,478,USD
08-Nov-21,Job Done,Ever Technologies LTD,Margery@ever.co,PT,796,USD
27-Nov-21,Job Done,Ever Technologies LTD,Melba@ever.co,UZ,150,USD
14-Oct-21,Job Done,Ever Technologies LTD,Linnet@ever.co,US,268,USD
21-Nov-21,Job Done,Ever Technologies LTD,Christy@ever.co,PH,950,USD
17-Jan-22,Job Done,Ever Technologies LTD,Ogden@ever.co,CN,730,USD
28-Oct-21,Job Done,Ever Technologies LTD,Durant@ever.co,GR,840,USD
27-Dec-21,Job Done,Ever Technologies LTD,Ferrell@ever.co,FR,572,USD
16-Dec-21,Job Done,Ever Technologies LTD,Lissi@ever.co,PT,604,USD
16-Jan-22,Job Done,Ever Technologies LTD,Melinda@ever.co,AL,767,USD
02-Nov-21,Job Done,Ever Technologies LTD,Othella@ever.co,ID,714,USD
09-Dec-21,Job Done,Ever Technologies LTD,Sherill@ever.co,CN,100,USD
27-Sep-21,Job Done,Ever Technologies LTD,Tracey@ever.co,CN,991,USD
23-Nov-21,Job Done,Ever Technologies LTD,Ester@ever.co,ID,189,USD
03-Nov-21,Job Done,Ever Technologies LTD,Greg@ever.co,TJ,420,USD
09-Dec-21,Job Done,Ever Technologies LTD,Hestia@ever.co,ZM,459,USD
15-Nov-21,Job Done,Ever Technologies LTD,Selig@ever.co,EC,167,USD
20-Jan-22,Job Done,Ever Technologies LTD,Kelly@ever.co,PT,345,USD
19-Dec-21,Job Done,Ever Technologies LTD,Grantham@ever.co,BR,481,USD
16-Nov-21,Job Done,Ever Technologies LTD,Patten@ever.co,CO,590,USD
13-Dec-21,Job Done,Ever Technologies LTD,Ronnie@ever.co,ID,695,USD
18-Oct-21,Job Done,Ever Technologies LTD,Basil@ever.co,IR,331,USD
21-Nov-21,Job Done,Ever Technologies LTD,Marga@ever.co,PL,925,USD
31-Oct-21,Job Done,Ever Technologies LTD,Tommi@ever.co,CN,940,USD
11-Nov-21,Job Done,Ever Technologies LTD,Christos@ever.co,PL,271,USD
24-Jan-22,Job Done,Ever Technologies LTD,Neila@ever.co,CN,658,USD
19-Dec-21,Job Done,Ever Technologies LTD,Mohammed@ever.co,CA,417,USD
22-Nov-21,Job Done,Ever Technologies LTD,Joyann@ever.co,CM,674,USD
09-Nov-21,Job Done,Ever Technologies LTD,Decca@ever.co,FI,741,USD
08-Jan-22,Job Done,Ever Technologies LTD,Lanita@ever.co,SE,857,USD
22-Jan-22,Job Done,Ever Technologies LTD,Lay@ever.co,CN,434,USD
19-Oct-21,Job Done,Ever Technologies LTD,Mirabella@ever.co,PH,926,USD
26-Nov-21,Job Done,Ever Technologies LTD,Mimi@ever.co,TH,879,USD
09-Nov-21,Job Done,Ever Technologies LTD,Marcela@ever.co,CN,908,USD
07-Oct-21,Job Done,Ever Technologies LTD,Kiel@ever.co,PS,111,USD
01-Nov-21,Job Done,Ever Technologies LTD,Shanna@ever.co,PH,550,USD
31-Oct-21,Job Done,Ever Technologies LTD,Cheryl@ever.co,CN,982,USD
07-Oct-21,Job Done,Ever Technologies LTD,Rourke@ever.co,RU,370,USD
20-Jan-22,Job Done,Ever Technologies LTD,Sheri@ever.co,ID,242,USD
28-Dec-21,Job Done,Ever Technologies LTD,Cris@ever.co,RU,667,USD
11-Nov-21,Job Done,Ever Technologies LTD,Sampson@ever.co,LK,713,USD
17-Oct-21,Job Done,Ever Technologies LTD,Anabella@ever.co,ID,530,USD
13-Oct-21,Job Done,Ever Technologies LTD,Norman@ever.co,ID,859,USD
08-Dec-21,Job Done,Ever Technologies LTD,Latisha@ever.co,ID,775,USD
12-Jan-22,Job Done,Ever Technologies LTD,Vaughan@ever.co,PL,146,USD
03-Dec-21,Job Done,Ever Technologies LTD,Taite@ever.co,TH,214,USD
23-Dec-21,Job Done,Ever Technologies LTD,Fabien@ever.co,CO,944,USD
16-Oct-21,Job Done,Ever Technologies LTD,Andriette@ever.co,HN,287,USD
19-Oct-21,Job Done,Ever Technologies LTD,Emanuele@ever.co,BR,150,USD
22-Oct-21,Job Done,Ever Technologies LTD,Vernice@ever.co,MA,769,USD
20-Jan-22,Job Done,Ever Technologies LTD,Ailee@ever.co,MQ,505,USD
13-Jan-22,Job Done,Ever Technologies LTD,Emelita@ever.co,BS,410,USD
26-Dec-21,Job Done,Ever Technologies LTD,Herb@ever.co,AR,733,USD
27-Sep-21,Job Done,Ever Technologies LTD,Marcus@ever.co,MX,228,USD
24-Jan-22,Job Done,Ever Technologies LTD,Marcel@ever.co,FR,735,USD
14-Jan-22,Job Done,Ever Technologies LTD,Quill@ever.co,BR,612,USD
07-Jan-22,Job Done,Ever Technologies LTD,Rice@ever.co,CN,131,USD
16-Nov-21,Job Done,Ever Technologies LTD,Emlynn@ever.co,PL,1000,USD
03-Dec-21,Job Done,Ever Technologies LTD,Selby@ever.co,ID,397,USD
12-Nov-21,Job Done,Ever Technologies LTD,Carry@ever.co,CD,202,USD
10-Oct-21,Job Done,Ever Technologies LTD,Blaine@ever.co,RU,158,USD
02-Oct-21,Job Done,Ever Technologies LTD,Tades@ever.co,PH,819,USD
14-Nov-21,Job Done,Ever Technologies LTD,Lisbeth@ever.co,TH,682,USD
23-Dec-21,Job Done,Ever Technologies LTD,Wendeline@ever.co,ID,414,USD
13-Jan-22,Job Done,Ever Technologies LTD,Krystal@ever.co,SE,448,USD
10-Nov-21,Job Done,Ever Technologies LTD,Amabel@ever.co,CN,915,USD
07-Oct-21,Job Done,Ever Technologies LTD,Ann@ever.co,PE,834,USD
02-Nov-21,Job Done,Ever Technologies LTD,Florina@ever.co,PH,886,USD
17-Dec-21,Job Done,Ever Technologies LTD,Claiborn@ever.co,PT,489,USD
28-Sep-21,Job Done,Ever Technologies LTD,Baillie@ever.co,TH,549,USD
20-Jan-22,Job Done,Ever Technologies LTD,Marissa@ever.co,PH,269,USD
25-Oct-21,Job Done,Ever Technologies LTD,Lynnet@ever.co,TH,293,USD
30-Oct-21,Job Done,Ever Technologies LTD,Abigail@ever.co,RU,755,USD
10-Oct-21,Job Done,Ever Technologies LTD,Berkly@ever.co,CF,649,USD
07-Nov-21,Job Done,Ever Technologies LTD,Camala@ever.co,RS,404,USD
26-Dec-21,Job Done,Ever Technologies LTD,Hermine@ever.co,ID,628,USD
19-Dec-21,Job Done,Ever Technologies LTD,Natividad@ever.co,FR,816,USD
20-Jan-22,Job Done,Ever Technologies LTD,Niel@ever.co,FR,635,USD
09-Oct-21,Job Done,Ever Technologies LTD,Salome@ever.co,CN,878,USD
31-Dec-21,Job Done,Ever Technologies LTD,Julian@ever.co,MM,434,USD
10-Oct-21,Job Done,Ever Technologies LTD,Orrin@ever.co,ID,984,USD
23-Jan-22,Job Done,Ever Technologies LTD,Berkeley@ever.co,CZ,128,USD
14-Jan-22,Job Done,Ever Technologies LTD,Crissie@ever.co,CN,285,USD
09-Dec-21,Job Done,Ever Technologies LTD,Jayne@ever.co,MW,484,USD
27-Nov-21,Job Done,Ever Technologies LTD,Sheela@ever.co,KR,463,USD
27-Nov-21,Job Done,Ever Technologies LTD,Fay@ever.co,FI,193,USD
16-Oct-21,Job Done,Ever Technologies LTD,Edan@ever.co,AR,493,USD
21-Jan-22,Job Done,Ever Technologies LTD,Cari@ever.co,ID,933,USD
19-Jan-22,Job Done,Ever Technologies LTD,Lucretia@ever.co,GU,1000,USD
14-Nov-21,Job Done,Ever Technologies LTD,Heddie@ever.co,NO,832,USD
03-Dec-21,Job Done,Ever Technologies LTD,Irving@ever.co,UA,849,USD
30-Dec-21,Job Done,Ever Technologies LTD,Yancey@ever.co,CO,845,USD
07-Jan-22,Job Done,Ever Technologies LTD,Euell@ever.co,KM,161,USD
27-Sep-21,Job Done,Ever Technologies LTD,Desirae@ever.co,NO,578,USD
01-Nov-21,Job Done,Ever Technologies LTD,Bogey@ever.co,BR,737,USD
21-Dec-21,Job Done,Ever Technologies LTD,Jeremie@ever.co,CO,375,USD
09-Jan-22,Job Done,Ever Technologies LTD,Dell@ever.co,CN,280,USD
29-Sep-21,Job Done,Ever Technologies LTD,Shermy@ever.co,UA,809,USD
12-Nov-21,Job Done,Ever Technologies LTD,Bernete@ever.co,CO,757,USD
15-Nov-21,Job Done,Ever Technologies LTD,Tandie@ever.co,CN,919,USD
